sentiment, tweet ,,,,,
0, RT @Mike_Pence: As a result of President @realDonaldTrump’s leadership every state lab in the Country can now conduct Coronavirus testing.…,,,,,
2," RT @seanhannity: @realdonaldTrump to Bloomberg: ""One thing this whole thing has shown is that you can't buy an election... Sometimes you ju…",,,,,
1, I agree with Joe! https://t.co/h84mD7jVPW,,,,,
0, Thank you to the Great State of Tennessee. We are with you all the way! https://t.co/vyu0Tbthv0,,,,,
2, RT @DanScavino: WOW thank you Lance! #KAG2020 https://t.co/wH9JrkY4bO,,,,,
2, RT @DanScavino: ⚠️#TDSWarning🤯#KAG2020🇺🇸 https://t.co/y4ymeFAmfe,,,,,
2, RT @Jim_Jordan: Mark Meadows is smart loyal and a true patriot. He’s a good man and my best friend!Couldn’t have picked anyone better f…,,,,,
1, RT @WhiteHouse: President @realDonaldTrump traveled to Tennessee to survey damage from the recent tornado and meet with families.  We are…,,,,,
1, Thank you @GovBillLee and @MariaLeeTN. My Administration will always be there for the Great People of Tennessee. Together we will prevail! https://t.co/d5tJPEiEYf https://t.co/SqvRzbw3TL,,,,,
1, ....I want to thank Acting Chief Mick Mulvaney for having served the Administration so well. He will become the United States Special Envoy for Northern Ireland. Thank you!,,,,,
2, I am pleased to announce that Congressman Mark Meadows will become White House Chief of Staff. I have long known and worked with Mark and the relationship is a very good one....,,,,,
1, Congratulations to @FoxNews! https://t.co/ED5t5eENE5,,,,,
1, https://t.co/TZ6o5jjPH7,,,,,
2, Thank you @GovBillLee. We are a phone call away and here for you! https://t.co/0dwI1wh1nr,,,,,
1, My Administration is with you all of the way Tennessee. We love you! https://t.co/YYLfZuPWyK,,,,,
1, Spoke to Governor @GavinNewsom early this morning about the cruise ship quarantined off the California Coast. CoronaVirus test kits have been delivered testing is taking place now. https://t.co/Pqda00HVCC,,,,,
1, It is FAKE NEWS that @HHSGov @SecAzar is “sidelined” from the great job he is doing on the CoronaVirus Task Force. He has the total confidence of the @VP and myself and is doing a fantastic job as the numbers would indicate!,,,,,
2, I will protect your Social Security and Medicare just as I have for the past 3 years. Sleepy Joe Biden will destroy both in very short order and he won’t even know he’s doing it!,,,,,
1, https://t.co/QvDKY27t6h https://t.co/FenhyvcdBC,,,,,
1, JOBS JOBS JOBS!!! https://t.co/x0olZd3RLu,,,,,
1, Thanks Linda but they were really good last night! https://t.co/feLtQTrzO5,,,,,
0, RT @CompoundBoss: Watching Trump’s town hall on Fox News.After seeing so much of the Democrat clowns stumbling bumbling evading and pand…,,,,,
0, RT @JacobsonNate: There’s nothing greater than @realDonaldTrump answering questionscan watch here https://t.co/fUuM7VIdFR#TrumpTownHall,,,,,
2, Thank you! https://t.co/xfB5qwgZzy,,,,,
2, RT @TommyHicksGOP: “We are four years out there has been no war &amp; we are respected again.”—@realDonaldTrump#TrumpTownHall,,,,,
0, RT @CompoundBoss: Imagine Biden sitting there doing a town hall like Trump tonight?He’d be babbling like an idiot.Trump is absolutely Pre…,,,,,
0, RT @sethweathers: Trump is killing it on the Fox News town hall while taking questions from the crowdWe’ll probably never see another Pre…,,,,,
1, RT @mjoyce317: Pennsylvania (former Democrat) voter stands by @realDonaldTrump: “I like what’s happened in the country in the last 4 years”…,,,,,
0, RT @KristinG70: Trump is relaxed and his entertaining self tonight.  Enjoyable to watch!  #TrumpTownHall,,,,,
1, RT @PARISDENNARD: “It was a fake impeachment” President @realDonaldTrump #TrumpTownHall,,,,,
0," RT @DailyCaller: A lifelong Dem voter talks about why he flipped to Trump in 2016:""I’m focused on the economy and on regulation and dereg…",,,,,
0," RT @DailyCaller: President @realDonaldTrump says he was ready to face ""communist"" Bernie Sanders and then Joe Biden won on ""Super Tuesday…",,,,,
1, RT @thejtlewis: President @realDonaldTrump did excellent on the FOX #TrumpTownHall tonight. Getting the feeling that 2020 will see one of t…,,,,,
2, RT @CBPMarkMorgan: We remain absolutely relentless in our counter-narcotics mission. The men &amp; women of @CBP remain committed to keeping dr…,,,,,
1, RT @CBPMarkMorgan: Our ongoing construction of border wall system has helped us shape the behaviors and activities of illegal border crosse…,,,,,
0, RT @realDonaldTrump: Tonight’s Fox News Town Hall with @MarthaMacCallum and @BretBaier will rebroadcast at 11:00 P.M. Eastern on @FoxNews.…,,,,,
1, My great honor! https://t.co/oFZneKJZCf,,,,,
2, RT @mattgaetz: Bloomberg spent $500m just to win American Samoa. He could have spent $700m to buy the whole place. It would have been a bet…,,,,,
1, RT @mattgaetz: .@IvankaTrump is a wonderful American Patriot! #MAGA https://t.co/ZhtiPUzaBu,,,,,
2, RT @RepLeeZeldin: Such an honor to receive the @VFWHQ “Beyond the Call” Award at this year’s Annual Legislative Conference. These veterans…,,,,,
0, RT @RepLeeZeldin: Two way street👇Sanctuary states and cities are now on notice by the fed govt that helping dangerous illegal immigrants…,,,,,
0, Thank you Audrey! https://t.co/2bhoVVoV6r,,,,,
0, RT @realDonaldTrump: Tonight’s Fox News Town Hall with @MarthaMacCallum and @BretBaier will rebroadcast at 11:00 P.M. Eastern on @FoxNews.…,,,,,
0, The WALL is well under construction. So far we’re up to 129 miles and by early next year we will have 500 miles completed! https://t.co/bXxOnoU4WM,,,,,
2, We have appointed 220 Federal Judges and two Supreme Court Justices. PROMISES MADE PROMISES KEPT! https://t.co/fVw6tJ89Wd,,,,,
2, Thank you David a lifelong Democrat from Pennsylvania. We will continue MAKING AMERICA GREAT AGAIN and then KEEP AMERICA GREAT!!!!https://t.co/hvVfB5cPrG,,,,,
2, Thank you Scranton Pennsylvania. It was a great evening! https://t.co/EtzRLoEZHs,,,,,
1, Tonight’s Fox News Town Hall with @MarthaMacCallum and @BretBaier will rebroadcast at 11:00 P.M. Eastern on @FoxNews. Enjoy!,,,,,
1, RT @DailySignal: Don't miss @Jim_Jordan recapping the insanity of the impeachment process—and how conservatives can stop the left from cont…,,,,,
1, RT @realDonaldTrump: https://t.co/hmcOfwHgAK,,,,,
1, Thank you Nan! https://t.co/PZoxkvMqZq,,,,,
0, RT @AirlinesDotOrg: A4A thanks @potus @realDonaldtrump @vp @Mike_Pence for inviting the CEOs of U.S. passenger airlines to the @WhiteHouse…,,,,,
1, RT @SenateGOP: Conference Chairman @SenJohnBarrasso:We cannot tolerate political violence or threats of harassment.I hope that @SenSchu…,,,,,
2, Gallup just gave us the highest rating ever for the way we are handling the CoronaVirus situation. The April 2009-10 Swine Flu where nearly 13000 people died in the U.S. was poorly handled. Ask MSDNC &amp; lightweight Washington failure @RonaldKlain who the President was then?,,,,,
2, The Department of Education is NOT closing hundreds of schools in rural areas of our Country. This is just more Fake News. We are investing greatly in our schools and always will!,,,,,
1, Mini Mike you’re easy! https://t.co/rxFiqSB9RQ https://t.co/G2M1QHj0HV,,,,,
2, With approximately 100000 CoronaVirus cases worldwide and 3280 deaths the United States because of quick action on closing our borders has as of now only 129 cases (40 Americans brought in) and 11 deaths. We are working very hard to keep these numbers as low as possible!,,,,,
0, “Joe Biden represents the past. President Trump represents the future.” @LisaMarieBoothe @edhenry @FoxNews,,,,,
0, Elizabeth “Pocahontas” Warren who was going nowhere except into Mini Mike’s head just dropped out of the Democrat Primary...THREE DAYS TOO LATE. She cost Crazy Bernie at least Massachusetts Minnesota and Texas. Probably cost him the nomination! Came in third in Mass.,,,,,
1, .@GOPLeader Kevin McCarthy informed me that I was 20 for 20 on Tuesday with respect to my Endorsement of candidates. Sadly I didn’t get that information from the Fake News Media. They don’t report those things or the far more than Dems cumulative votes despite no opposition!,,,,,
2, “I want to commend the President for how he has handled the CoronaVirus situation especially his early decision to shut down access into our Country from China despite strong opposition to that decision.” @SenTomCotton Thank you Tom!,,,,,
2, Schumer has brought great danger to the steps of the United States Supreme Court!,,,,,
1, I NEVER said people that are feeling sick should go to work. This is just more Fake News and disinformation put out by the Democrats in particular MSDNC. Comcast covers the CoronaVirus situation horribly only looking to do harm to the incredible &amp; successful effort being made!,,,,,
0, As per recent Federal Court ruling the Federal Government will be withholding funds from Sanctuary Cities. They should change their status and go non-Sanctuary. Do not protect criminals!,,,,,
1, https://t.co/hmcOfwHgAK,,,,,
1, https://t.co/DlGXOvEjVq,,,,,
1, I will be interviewed by @seanhannity on @FoxNews at 9:10 P.M.,,,,,
1, RT @realDonaldTrump: Will be interviewed by @SeanHannity tonight at 9:00 P.M. Eastern on @FoxNews. Enjoy!,,,,,
2, Retired Four Star General Jack Keane will receive the PRESIDENTIAL MEDAL OF FREEDOM next week!,,,,,
2, RT @AndrewDesiderio: NEW: Ron Johnson says he’ll likely release an interim report within next 1-2 months on his cmte’s Biden probe. He in…,,,,,
0, There can be few things worse in a civilized law abiding nation than a United States Senator openly and for all to see and hear threatening the Supreme Court or its Justices. This is what Chuck Schumer just did. He must pay a severe price for this!,,,,,
2, Retired Four Star General Jack Keane will recieve the PRESIDENTIAL MEDAL OF FREEDOM next week!,,,,,
0, RT @WhiteHouse: President @realDonaldTrump and Vice President @Mike_Pence met with airline CEOs earlier to discuss the impact of the Corona…,,,,,
2, This is a direct &amp; dangerous threat to the U.S. Supreme Court by Schumer. If a Republican did this he or she would be arrested or impeached. Serious action MUST be taken NOW! https://t.co/WqQUbyzaJU,,,,,
1, RT @realDonaldTrump: Congress has agreed to provide $8 Billion to fight Coronavirus! This means @CDCgov @HHSGov and @DHSgov will have the…,,,,,
2, RT @realDonaldTrump: Thank you keep up the great work!,,,,,
2, Thank you keep up the great work! https://t.co/X2ATpyv2vi,,,,,
0, RT @WhiteHouse: President @realDonaldTrump and Vice President @Mike_Pence met with airline CEOs earlier to discuss the impact of the Corona…,,,,,
